Identifiant;Nom Etablissement;Numéro Siret;Adresse;Code Postal;Commune;Departement;Region;coordonnées_x;coordonnées_y;Code APE;Libellé APE;Code Eprtr;Libelle Eprtr;coordonnees
100.04212;Descartes Energies;42132784200041;Rue Champs Marteaux;37160;DESCARTES;INDRE-ET-LOIRE;CENTRE;474167;2220616;3530Z;Production et distribution de vapeur et d'air conditionné;;;46.9734965348, 0.682564602104
072.04566;DISTILLERIE MICHEL BOINAUD;90712021600011;140 RUE DE LA BONNE CHAUFFE  LE BOIS D'ANGEAC;16130;ANGEAC-CHAMPAGNE;CHARENTE;POITOU-CHARENTES;393822;2071533;1101Z;Production de boissons alcooliques distillées;;;45.6129417956, -0.306946392716
064.00309;GRASSOISE DE PARFUMERIE-VILLE(PASTEUR);30031851600022;;06130;GRASSE;ALPES-MARITIMES;PROVENCE-ALPES-COTE-D'AZUR;970214;1860624;246E;Fabrication d'huiles essentielles;;;43.6502808566, 6.92183254445
074.04573;BECK EXPORT AUTOMOBILE;31356484100127;67-73 RUE MAURICE BERTEAUX;93120;LA COURNEUVE;SEINE-SAINT-DENIS;ILE-DE-FRANCE;605493.277;2437096.583;4677Z;Commerce de gros (commerce interentreprises) de déchets et débris;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour;48.9320761422, 2.41143252196
072.01100;SAINTRONIC;42086432400025;Parc Atlantique l'Ormeau de Pied BP21;17101;SAINTES;CHARENTE-MARITIME;POITOU-CHARENTES;366241;2087158;2630Z;Fabrication d'équipements de communication;;;45.7445075422, -0.667906350118
072.01588;Hennessy- la Vignerie / la Plante;90562003500014;Rue du Dominant;16100;CHATEAUBERNARD;CHARENTE;POITOU-CHARENTES;393485;2078034;1101Z;Production de boissons alcooliques distillées;;;45.6712929463, -0.314074512995
064.01642;SEMOULERIE DE BELLEVUE - Site du littoral;96150342200290;;13002;MARSEILLE;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE-D'AZUR;846880;1815839;156B;Autres activités de travail des grains;;;43.301978724, 5.3747739063
090.00069;BAN Lanvéoc Poulmic;15500004500031;29160 Lanvéoc Poulmic;29160;LANVEOC;FINISTERE;BRETAGNE;96186;2386762;8422Z;Défense;;;48.2836930839, -4.45899147795
BP 140;86101;CHATELLERAULT;VIENNE;POITOU-CHARENTES;462903;2203377;3313Z;Réparation de matériels électroniques et optiques;;;;;;
090.00132;DEA CAZAUX;15100003100196;BA 120 BP 70413;33164;LA TESTE-DE-BUSH;GIRONDE;AQUITAINE;324200;1955380;8422Z;Défense;;;44.5445559727, -1.13286083383
090.00135;1er régiment de chasseurs d'Afrique;15000071900016;Quartier Bernard de Lattre de Tassigny  BP 04;83131;MONTFERRAT;VAR;PROVENCE-ALPES-COTE-D'AZUR;933688.01436189;1858208.9641928;8422Z;Défense;;;43.6468016364, 6.46875000323
100.00220;SEALED AIR;56201242700059;53 RUE SAINT-DENIS - BP 9;28234;EPERNON;EURE-ET-LOIR;CENTRE;551821.761;2402206.127;2222Z;Fabrication d'emballages en matières plastiques;;;48.6166999971, 1.68333000678
100.00243;SAPA PROFILES NORD OUEST;44859636100023;42 RUE DE BEAUCE;28110;LUCE;EURE-ET-LOIR;CENTRE;534989;2381476;2442Z;Métallurgie de l'aluminium;;;48.4288753472, 1.45827847314
100.00504;LHOIST FRANCE OUEST usine des Gaillards;81602028300064;Route de Buzançais;36800;SAINT-GAULTIER;INDRE;CENTRE;530800;2183200;2352Z;Fabrication de chaux et plâtre;3.(c).(iii);de clinker (ciment) ou de chaux dans d'autres types de fours d'une capacité de production de 50 tonnes par jour;46.6452195543, 1.43252412011
100.00902;BTG BOUTHEGOURD SAS;44517660500019;16 rue de Lazy;45730;SAINT-BENOIT-SUR-LOIRE;LOIRET;CENTRE;598380;2310310;1039A;Autre transformation et conservation de légumes;;;47.7922169178, 2.31489946097
100.00953;Société des Eaux Minérales de Chambon;08628064100019;1 route de la Source;45340;CHAMBON-LA-FORET;LOIRET;CENTRE;596956;2339693;1107A;Industrie des eaux de table;;;48.0564530696, 2.2956869941
100.01132;FEDERAL MOGUL;43390774800019;Place Paul Bert;45141;SAINT-JEAN-DE-LA-RUELLE;LOIRET;CENTRE;564878.541;2324256.775;2932Z;Fabrication d'autres équipements automobiles;;;47.9166999957, 1.86667000175
100.00411;SEPCHAT 28 (Bonneval);38134437300042;rue de la Croix Bourgot;28800;BONNEVAL;EURE-ET-LOIR;CENTRE;530063;2355626;3832Z;Récupération de déchets triés;;;48.1959612917, 1.39592138879
051.03880;EBERSPAECHER SYSTEMES D'ECHAPPEMENT;30791812800033;88 rue Léon BLUM;02830;SAINT-MICHEL;AISNE;PICARDIE;728715.7;2547840.39;2932Z;Fabrication d'autres équipements automobiles;;;49.9137276384, 4.12626005856
100.01306;LOIRET AFFINAGE;32426425800017;Les Stations RN7;45210;FONTENAY-SUR-LOING;LOIRET;CENTRE;632060;2340793;2442Z;Métallurgie de l'aluminium;2.(e).(ii);destinées à la fusion -  y compris l'alliage -  de métaux non ferreux et notamment de produits de récupération (affinage -  moulage en fonderie -  etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux;48.0655658762, 2.76662126932
100.01646;STCM B1;64080189000024;ROUTE DE PHITIVIERS;45480;BAZOCHES-LES-GALLERANDES;LOIRET;CENTRE;578644;2351446;2443Z;Métallurgie du plomb -  du zinc ou de l'étain;2.(e).(ii);destinées à la fusion -  y compris l'alliage -  de métaux non ferreux et notamment de produits de récupération (affinage -  moulage en fonderie -  etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux;48.1617921251, 2.0494880996
100.01799;Unité de valorisation des déchets ménagers;25410047200011;24 -  Route de Chambord;41230;VERNOU-EN-SOLOGNE;LOIR-ET-CHER;CENTRE;549931.93;2278453.68;3821Z;Traitement et élimination des déchets non dangereux;;;47.5037893462, 1.67191174888
100.03541;Carière de Baccon;55200596900928;"Lieu-dit ""Thorigny""";45130;BACCON;LOIRET;CENTRE;547030;2321574;0812Z;Exploitation de gravières et sablières -  extraction d'argiles et de kaolin;;;47.8913697081, 1.62822985296
100.04204;PROVA;58214199000025;Route de Boissy le Girard ZI;45480;AUTRUY-SUR-JUINE;LOIRET;CENTRE;583034;2364077;1083Z;Transformation du thé et du café;;;48.2754931167, 2.10799471736
100.05315;STEP (Société Tôlerie pour l'Electronique);32776582200017;Route de Villefranche sur Cher;41200;ROMORANTIN-LANTHENAY;LOIR-ET-CHER;CENTRE;555274.6484425;2262362.8361563;2550B;Découpage -  emboutissage;;;47.3594418532, 1.74444000508
061.03967;CARRIERES DE SAINT LAURENT;37841602800140;LES MARAIS;69150;DECINES-CHARPIEU;RHONE;RHONE-ALPES;803882;2089030;0990Z;Activités de soutien aux autres industries extractives;;;45.7709902204, 4.95810638334
052.07089;COUTRAS CASSE AUTO;44378280000017;124 -  les grands rois route de montpon;33230;COUTRAS;GIRONDE;AQUITAINE;410056.92;2006300.17;4532Z;Commerce de détail d'équipements automobiles;;;45.0311143255, -0.073286876254
070.02856;LES FACONNABLES;49876900900016;Parc d'Activités des Peupliers BP 58;59420;MOUVAUX;NORD;NORD-PAS-DE-CALAIS;656500;2634600;1814Z;Reliure et activités connexes;;;50.7028587479, 3.13445935102
073.00007;BUTAGAZ;40296039700188;Route de Pineto;20290;LUCCIANA;HAUTE-CORSE;CORSE;1191100;1753000;4671Z;Commerce de gros (commerce interentreprises) de combustibles et de produits annexes;;;42.5374998829, 9.52347139446
073.00025;Centrale thermique de LUCCIANA 'A';55208131721998;"Centrale Thermique de LUCCIANA ""A""  BP 07";20290;LUCCIANA;HAUTE-CORSE;CORSE;1180145.422;1745944.22;3511Z;Production d'électricité;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW;42.4832999972, 9.38333000216
074.04623;SUCCESSIF SARL;43988474300014;287/289 -  Avenue de Fontainebleau;94320;THIAIS;VAL-DE-MARNE;ILE-DE-FRANCE;602315.06;2418020.59;4511Z;Commerce de voitures et de véhicules automobiles légers;;;48.7606496719, 2.36798007868
074.04691;GALION;31860586200024;ZAI des Frères lumière;92160;ANTONY;HAUTS-DE-SEINE;ILE-DE-FRANCE;596291;2415940;2561Z;Traitement et revêtement des métaux;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3;48.7419419067, 2.28610169151
057.02254;Communauté de Communes VITRY LE FRANCOIS;20003471800052;Hôtel de Ville;51308;VITRY-LE-FRANCOIS;MARNE;CHAMPAGNE-ARDENNES;765815;2416253;3811Z;Collecte des déchets non dangereux;;;48.7234185366, 4.58944869978
067.02323;SMITOM Haguenau Saverne;25670187100012;lieu-dit Gieselberg;67500;WEITBRUCH;BAS-RHIN;ALSACE;999800;2430999;3821Z;Traitement et élimination des déchets non dangereux;5.(d);Décharges -  à l'exception des décharges de déchets inertes et des décharges qui ont été définitivement fermées avant le 16 juillet 2001 ou dont la phase de gestion après désaffection requise par les autorités compétentes conformément à l'article 13 de la directive 1999/31/CE du Conseil du 26 avril 1999 concernant la mise en décharge des déchets s'est achevée recevant 10 tonnes par jour ou d'une capacité totale de 25 000 tonnes;48.7529609504, 7.7753030804
062.00092;Stockage souterrain de Cerville;48765063200077;Route de Laneuvelotte;54420;CERVILLE;MEURTHE-ET-MOSELLE;LORRAINE;891700;2418735;5210B;Entreposage et stockage non frigorifique;;;48.7009903187, 6.29928573827
068.02338;SEVIA;77572139200188;Lieu-dit l'estrade;81660;BOUT-DU-PONT-DE-LARN;TARN;MIDI-PYRENEES;605856.76066706;1832863.6030524;3812Z;Collecte des déchets dangereux;;;43.497812096, 2.40887688455
058.00958;VALOIS;55208173900047;BPG - Le Prieuré;27110;LE NEUBOURG;EURE;HAUTE-NORMANDIE;495178;2462100;2222Z;Fabrication d'emballages en matières plastiques;;;49.1481679767, 0.900662813851
058.00930;SFFP;33500558300026;20 -  Avenue du Général Leclerc;27120;PACY-SUR-EURE;EURE;HAUTE-NORMANDIE;530469;2446619;2042Z;Fabrication de parfums et de produits pour la toilette;;;49.0138911153, 1.38657996014
058.01066;A L'EMPORTE PIECES;41858128600014;33 -  route de Forges;76220;BREMONTIER-MERVAL;SEINE-MARITIME;HAUTE-NORMANDIE;547344;2500752;3831Z;Démantèlement d'épaves;;;49.5018262225, 1.61026856319
058.01599;RAMET Alain;34786326800012;58 ROUTE NATIONALE;76340;FOUCARMONT;SEINE-MARITIME;HAUTE-NORMANDIE;544610;2539326;3831Z;Démantèlement d'épaves;;;49.8479903666, 1.567352641
058.02199;BRUNO Pièces Détachées;43233223700028;Rue du Bois Saint-Jacques;76970;MOTTEVILLE;SEINE-MARITIME;HAUTE-NORMANDIE;494556.22;2516015.66;4511Z;Commerce de voitures et de véhicules automobiles légers;;;49.6323130539, 0.878441813351
068.03194;PROLAINAT;39712044500010;Blanquefort;32270;AUBIET;GERS;MIDI-PYRENEES;474700;1850600;1052Z;Fabrication de glaces et sorbets;;;43.6461240505, 0.785568372121
063.00943;Gruau Laval;41027519200012;9 boulevard Marius et rené GRUAU - BP 4219;53942;SAINT-BERTHEVIN;MAYENNE;PAYS-DE-LA-LOIRE;365446.55983516;2345987.5152771;2920Z;Fabrication de carrosseries et remorques;;;48.0708018903, -0.811299993874
059.00903;VERPILLAT ETS;64735026300016;4 MONTEE DE GEZON ZI SUD 39260 MOIRANS;39260;MOIRANS-EN-MONTAGNE;JURA;FRANCHE-COMTE;860433;2164290;2593Z;Fabrication d'articles en fils métalliques -  de chaînes et de ressorts;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3;46.4281644331, 5.72615777359
063.01065;Société Vendéenne de Roulements;54695065000012;Allée des 13 Femmes BP 319;85200;FONTENAY-LE-COMTE;VENDEE;PAYS-DE-LA-LOIRE;358551;2167815;2815Z;Fabrication d'engrenages et d'organes mécaniques de transmission;;;46.4669092818, -0.808104890929
068.03676;Régie des abattoirs de Villefranche de Rouergue;44039261100016;ZI de la madeleine;12200;VILLEFRANCHE-DE-ROUERGUE;AVEYRON;MIDI-PYRENEES;575872;1927971;1011Z;Transformation et conservation de la viande de boucherie;;;44.352422216, 2.0341768514
063.01218;Eclair technic chimie;34885858000031;ZI de pierre brune BP 74 - rue de l'industrie;85110;CHANTONNAY;VENDEE;PAYS-DE-LA-LOIRE;341034;2192823;2059Z;Fabrication d'autres produits chimiques n.c.a.;;;46.6851599255, -1.05000307373
068.04814;trigone SMDT Eau et Déchets du GERS site MONCORNEIL-GRAZAN;25320184200049;Mounets;32260;MONCORNEIL-GRAZAN;GERS;MIDI-PYRENEES;465200;1829800;3821Z;Traitement et élimination des déchets non dangereux;5.(d);Décharges -  à l'exception des décharges de déchets inertes et des décharges qui ont été définitivement fermées avant le 16 juillet 2001 ou dont la phase de gestion après désaffection requise par les autorités compétentes conformément à l'article 13 de la directive 1999/31/CE du Conseil du 26 avril 1999 concernant la mise en décharge des déchets s'est achevée recevant 10 tonnes par jour ou d'une capacité totale de 25 000 tonnes;43.4574764085, 0.673457562819
060.03459;LA BOITE A PAPIERS;42173741200088;29 rue Ettore Bugatti Zone Industrielle Nord III Orange 87280 LIMOGES;87280;LIMOGES;HAUTE-VIENNE;LIMOUSIN;517742;2100097;3832Z;Récupération de déchets triés;;;45.8961384591, 1.27660583594
069.00013;EDF GUYANE DDC;55208131719299;ZI du Dégrad des Cannes;97354;REMIRE-MONTJOLY;GUYANE;GUYANE;361113.39952799;548285.72143053;3511Z;Production d'électricité;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW;32.0427710199, -0.116553763014
052.04843;CAVE COOPERATIVE - Génissac;78190047700014;;33420;GENISSAC;GIRONDE;AQUITAINE;394705.07189;1987622.77373;159G;Vinification;;;44.8588017091, -0.260093994366
057.01379;SK France;34322975300029;;52400;BOURBONNE-LES-BAINS;HAUTE-MARNE;CHAMPAGNE-ARDENNES;853862.126958;2332663.79666;203Z;Fabrication de charpentes et de menuiseries;;;47.9439018853, 5.73543000371
058.00427;PRIMAGAZ (Relais Vrac PRIMAGAZ Port Jérôme);54208445400519;;76330;NOTRE-DAME-DE-GRAVENCHON;SEINE-MARITIME;HAUTE-NORMANDIE;471467;2500445;515A;Commerce de gros de combustibles;;;49.4882296272, 0.564124694059
058.01052;DELIFRANCE;31316717300043;;76116;MARTAINVILLE-EPREVILLE;SEINE-MARITIME;HAUTE-NORMANDIE;525908.310119;2496723.59501;158A;Fabrication industrielle de pain et de pâtisserie fraîche;;;49.4635019606, 1.31538000541
02813030;EARL DE LA BREZE;34106450900019;5 RUE DE LA BREZE;02240;VILLERS-LE-SEC;AISNE;PICARDIE;683826;2531752;0111Z;Culture de céréales (à l'exception du riz) -  de légumineuses et de graines oléagineuses;7.(a).(i);disposant de 40 000 emplacements pour la volaille;49.7768621507, 3.49888586002
061.02423;CHOMARAT FRERES IMPRESSION;33572055300023;;07310;SAINT-MARTIN-DE-VALAMAS;ARDECHE;RHONE-ALPES;760511;1995037;173Z;Ennoblissement textile;;;44.937350369, 4.36947642741
100.00726;GIBERT CLAREY SA;31570977400022;51 rue Charles Coulomb;37170;CHAMBRAY-LES-TOURS;INDRE-ET-LOIRE;CENTRE;477636;2261634;1812Z;Autre imprimerie (labeur);;;47.343054759, 0.717036425189
057.01416;LUNDIN INTERNATIONAL;57219916400045;;51300;HUIRON;MARNE;CHAMPAGNE-ARDENNES;763225.3;2414014.4;111Z;Extraction d'hydrocarbures;;;48.7039667028, 4.55342365357
054.01158;COMECA Equipements Basse Tension;38919141200029;ZI La Garenne route de Givry;71880;CHATENOY-LE-ROYAL;SAONE-ET-LOIRE;BOURGOGNE;788994;2202145;2733Z;Fabrication de matériel d'installation électrique;;;46.7924773293, 4.81259393625
055.03316;EPI BRETAGNE;48280812800011;;22200;GUINGAMP;COTES-D'ARMOR;BRETAGNE;194408;2410066;1089Z;Fabrication d'autres produits alimentaires n.c.a.;;;48.5615655568, -3.16093185272
061.04665;METAL-X;79578012100013;ZI du Vieux Mottay 645 route de la Dranse;74500;PUBLIER;HAUTE-SAVOIE;RHONE-ALPES;921546.71153647;2164024.2199634;2561Z;Traitement et revêtement des métaux;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3;46.399301801, 6.52003000336
061.06947;SITA REKEM  -  site de TERIS PCX;39433323100030;Plate-forme Chimique d'exploitation du Pont-de Claix  Rue Lavoisiers;38801;LE PONT-DE-CLAIX;ISERE;RHONE-ALPES;865220.388;2019258.365;3822Z;Traitement et élimination des déchets dangereux;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour;45.1227377984, 5.70749924958
062.00203;DELIPAPIER;41119888000022;Ban-La-Dame;54390;FROUARD;MEURTHE-ET-MOSELLE;LORRAINE;877994;2424412;1722Z;Fabrication d'articles en papier à usage sanitaire ou domestique;6.(b);Installations industrielles destinées à la fabrication de papier et de carton et d'autres produits dérivés du bois (tels que l'aggloméré -  les panneaux de fibres de bois et le contreplaqué) d'une capacité de production de 20 tonnes par jour;48.7580201033, 6.11708784662
062.00347;KAISER;33441391100010;route de sorbey;54260;LONGUYON;MEURTHE-ET-MOSELLE;LORRAINE;836634;2497787;2920Z;Fabrication de carrosseries et remorques;;;49.4333146176, 5.59666132891
062.00499;SAM Neuves Maisons;38951706100021;1 rue Victor de Lespinats  BP 1;54230;NEUVES-MAISONS;MEURTHE-ET-MOSELLE;LORRAINE;876174.671;2410433.506;2410Z;Sidérurgie;2.(b);Installations pour la production de fonte ou d'acier (de première ou de seconde fusion) -  notamment en coulée continue d'une capacité de 2 - 5 tonnes par heure;48.6332999989, 6.08333000959
062.00544;ESKA (ex-SICAFRANCE);55850281100182;ROUTE DE LUNEVILLE;54300;REHAINVILLER;MEURTHE-ET-MOSELLE;LORRAINE;905555;2404971;3832Z;Récupération de déchets triés;;;48.5710140684, 6.47732652882
062.00817;Huntsman Surface Sciences France SAS - Site de Saint Mihiel;37759916200015;BP 19 ZI Han sur Meuse;55300;SAINT-MIHIEL;MEUSE;LORRAINE;833701;2433960;2041Z;Fabrication de savons -  détergents et produits d'entretien;4.(a).(xi);tensioactifs et agents de surface;48.8613804574, 5.52070082825
062.01218;NEOLOR;33525606100011;ZI Sainte Agathe  Rue du Ruisseau;57190;FLORANGE;MOSELLE;LORRAINE;876082;2486172;2561Z;Traitement et revêtement des métaux;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3;49.3131818723, 6.13164153667
062.01238;SLCT;78969109400021;RUE DE METZ;57650;FONTOY;MOSELLE;LORRAINE;867013;2488714;2561Z;Traitement et revêtement des métaux;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3;49.339860721, 6.00879048717
700.01689;RLST;88558103300135;7 -  rue Alfred Mongy;59704;MARCQ-EN-BAROEUL;NORD;NORD-PAS-DE-CALAIS;653325;2633482;7729Z;Location et location-bail d'autres biens personnels et domestiques;;;50.6931124049, 3.08946871931
75290069;CORBEL Jean-René;31426303900021;Kergaravat Vihan;29270;MOTREFF;FINISTERE;BRETAGNE;162411;2372147;0147Z;Élevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.2007202723, -3.55459425813
064.04644;HELION;43505073700038;;13090;AIX-EN-PROVENCE;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE-D'AZUR;851643;1840941;2720Z;Fabrication de piles et d'accumulateurs électriques;;;43.525713106, 5.44553927381
75600075;RANNOU Brigitte;30582958200025;GOAREM MILIN;29150;SAINT-COULITZ;FINISTERE;BRETAGNE;124719;2373967;0147Z;Élevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille;48.1905629614, -4.06186828615
055.01856;LYDALL FILTRATION/SEPARATION SAS;86150041100017;;56310;MELRAND;MORBIHAN;BRETAGNE;193537;2345211;211C;Fabrication de papier et de carton;;;47.9793111363, -3.11185467571
